run_ID,fw_ID,Model,S,BasalInput,ConnectanceInput,EmergentBasal,EmergentConnectance,AdjacencyMatrix,BodyMasses,MetabolicClasses
53,atn_53_20,ATN,20,0.10469378405390697,,0.15,0.1625,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1; 0 1 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0; 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 0 1 0; 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0; 0 1 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0; 0 1 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0; 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 0 0],"[1.4021000899112465e-5, 0.0012460839119892468, 619.7730047715655, 0.0008139994413903763, 0.001156944437171024, 160.81178236541476, 0.023277985185892504, 0.10100843147585346, 4.042961673375386, 24.578399981304397, 0.005716851884209549, 0.0010541985696838963, 31259.31608487838, 0.004381275070595891, 0.07849236727706077, 0.04960132692018604, 193465.91303214192, 1.1020427431764068, 0.002415288649498612, 2.450706798947991]","[:invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
53,adbm_53_20,ADBM,20,0.10469378405390697,,0.15,0.145,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 1 1 1 1 0 0 0 0 1 1 0 1 0 1; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 0 1 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 1 1 1 1 1 1 0 0 0 1 1 0 1 0 1; 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0],"[1.4021000899112465e-5, 0.0012460839119892468, 619.7730047715655, 0.0008139994413903763, 0.001156944437171024, 160.81178236541476, 0.023277985185892504, 0.10100843147585346, 4.042961673375386, 24.578399981304397, 0.005716851884209549, 0.0010541985696838963, 31259.31608487838, 0.004381275070595891, 0.07849236727706077, 0.04960132692018604, 193465.91303214192, 1.1020427431764068, 0.002415288649498612, 2.450706798947991]","[:invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
53,niche_53_20,Niche,20,,0.24485234365245684,0.35,0.19,[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0; 0 1 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1 0 1; 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 0 1 1 1; 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0; 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0; 0 1 0 1 1 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0],,
53,cascade_53_20,Cascade,20,,0.24485234365245684,0.15,0.26,[0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 1; 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0; 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 0; 0 1 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0; 1 1 0 1 0 0 1 0 1 0 0 1 0 1 1 1 0 0 1 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1; 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1; 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1; 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 0; 0 1 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1; 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0; 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 1; 0 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0],,
53,random_53_20,Random,20,,0.24485234365245684,0.0,0.245,[0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0; 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1; 0 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0; 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0; 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0; 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0; 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0; 1 1 0 0 1 1 1 1 0 0 0 0 0 1 0 1 1 0 0 0; 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0; 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0; 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0; 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 1 0; 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0; 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0; 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0],,
53,maxent_53_20,MaxEnt,20,,0.24485234365245684,0.1,0.145,[0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0; 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0; 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0; 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 0 1 0 0 0; 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,
54,ltm_54_20,LTM,20,0.18937483652315065,,0.25,0.17,[0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 0; 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0 1 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0; 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0 0; 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1; 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1; 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0; 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],"[14292.566271130587, 0.007085317865716931, 2861.2403609564653, 94737.70094593237, 0.0029498473497917566, 197.17622609399052, 0.002138744787871265, 345.0776890846928, 136.29956537552192, 0.060652520732852724, 4.288615643394518e-6, 0.9594928489218155, 195610.66169521573, 4.165691939716564, 0.004932646258889589, 1211.43062170488, 21.00927525785889, 30.601440248327844, 71.00891306880114, 3189.436092097946]","[:invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
54,atn_54_20,ATN,20,0.18937483652315065,,0.4,0.13,[0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 1 1 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 1 1 0; 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0; 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0; 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1; 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0; 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 1 1 0],"[14292.566271130587, 0.007085317865716931, 2861.2403609564653, 94737.70094593237, 0.0029498473497917566, 197.17622609399052, 0.002138744787871265, 345.0776890846928, 136.29956537552192, 0.060652520732852724, 4.288615643394518e-6, 0.9594928489218155, 195610.66169521573, 4.165691939716564, 0.004932646258889589, 1211.43062170488, 21.00927525785889, 30.601440248327844, 71.00891306880114, 3189.436092097946]","[:invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
54,adbm_54_20,ADBM,20,0.18937483652315065,,0.2,0.2275,[0 1 1 0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1; 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 1 0 1 1 1 0 1 0 1 0 0 1 1 1 0; 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0; 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0; 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1; 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0; 0 1 0 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 0],"[14292.566271130587, 0.007085317865716931, 2861.2403609564653, 94737.70094593237, 0.0029498473497917566, 197.17622609399052, 0.002138744787871265, 345.0776890846928, 136.29956537552192, 0.060652520732852724, 4.288615643394518e-6, 0.9594928489218155, 195610.66169521573, 4.165691939716564, 0.004932646258889589, 1211.43062170488, 21.00927525785889, 30.601440248327844, 71.00891306880114, 3189.436092097946]","[:invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
54,niche_54_20,Niche,20,,0.196822191588782,0.2,0.2075,[0 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1; 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0; 0 1 0 1 0 0 1 0 0 1 0 1 1 1 1 0 1 1 0 1; 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0; 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 1 0 0 1 0 0 1 0 1 1 1 0 0 1 1 0 1; 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0; 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1; 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0; 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0],,
54,cascade_54_20,Cascade,20,,0.196822191588782,0.15,0.1825,[0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1; 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1 0 1; 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1; 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0; 0 1 0 0 1 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0; 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0; 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0; 0 0 1 0 0 1 0 0 1 1 0 1 1 0 1 0 0 0 1 0; 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0],,
54,random_54_20,Random,20,,0.196822191588782,0.0,0.1975,[0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0; 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0; 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0; 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0; 0 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0; 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0; 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0; 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1; 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1; 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1; 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,
54,maxent_54_20,MaxEnt,20,,0.196822191588782,0.2,0.1075,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 0 1 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0; 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 1 0 0 1 0 1 0 0 1 1 0 1 0 0 0 1 1 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,
